,region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level,hospital_beds,doctors,lag_opzh
208,Воронежская область,2022,72.45,1363025.6,99.28260695172608,3.5,11832.0,127.0,115.0,78.3,53.7,71.83500000000001
250,Ивановская область,2022,70.57,362816.5,96.78760675841332,3.1,12806.0,7.0,25.0,88.7,47.1,73.555
334,Калужская область,2022,72.48,687651.6,94.4447446166452,3.9,13363.0,54.0,31.0,66.0,40.0,73.3425
418,Костромская область,2022,69.9,275038.3,97.31468086096925,3.4,12860.0,23.0,40.0,103.1,39.9,73.272
502,Курская область,2022,71.54,663507.8,98.9136199631802,3.0,12110.0,39.0,51.0,81.7,52.1,71.628
544,Липецкая область,2022,72.12,780138.9,101.3907206195534,3.7,11553.0,905.0,300.0,82.3,40.1,70.66874999999999
586,Московская область,2022,73.78,7774430.0,95.43193807838192,3.1,16223.0,6509.0,169.0,66.5,44.1,70.71142857142857
733,Орловская область,2022,70.73,366295.8,99.4836206527642,4.0,12945.0,22.0,25.0,86.4,45.0,70.465
1174,Рязанская область,2022,72.14,614419.9,98.7617484408294,2.9,12388.0,3970.0,83.0,77.1,55.6,70.925
1279,Смоленская область,2022,70.35,483282.4,100.84145917391253,3.5,13363.0,114.0,48.0,96.1,51.6,71.7175
1321,Тамбовская область,2022,72.01,452306.1,99.54915376071794,3.3,12210.0,11.0,62.0,76.5,45.9,71.42333333333332
1342,Тверская область,2022,69.94,620842.8,98.94475467069992,3.8,13363.0,166.0,51.0,92.9,48.3,0.0
1384,Тульская область,2022,71.86,1002419.4,102.53014581793812,3.6,13641.0,412.0,110.0,81.0,40.5,73.57600000000001
1552,Ярославская область,2022,71.55,740598.6,100.09080114531434,5.0,13085.0,15.0,87.0,92.9,54.0,71.17333333333333
1573,г. Москва,2022,78.17,27726392.1,98.6651367089502,2.2,20585.0,101.0,65.0,57.1,71.7,72.00833333333333
964,Республика Карелия,2022,69.03,392693.2,99.34293879150825,5.8,16614.0,115.0,134.0,82.7,59.0,71.41875
985,Республика Коми,2022,69.94,971635.0,99.9479911080193,6.7,16905.0,183.0,352.0,104.4,54.0,71.43
61,Архангельская область,2022,70.93,1189495.0,96.87542857905632,5.6,16147.0,319.0,206.0,92.6,61.1,72.035
187,Вологодская область,2022,71.56,1020858.9,102.55494018754644,3.4,14059.0,879.0,352.0,76.3,36.0,72.21666666666667
313,Калининградская область,2022,73.07,733450.2,99.72702825659104,3.1,14337.0,55.0,27.0,79.9,49.5,70.95333333333332
523,Ленинградская область,2022,73.33,1660133.9,101.40115578599224,3.3,14059.0,750.0,248.0,55.0,35.8,73.10000000000001
607,Мурманская область,2022,70.16,1152107.7,99.37390440849248,4.8,22250.0,1551.0,130.0,104.5,55.0,71.81
649,Новгородская область,2022,70.45,377578.5,102.87069608192422,3.1,13641.0,151.0,62.0,81.9,43.1,73.44666666666666
796,Псковская область,2022,68.95,255842.8,97.01375529994816,4.0,13780.0,16.0,42.0,93.6,35.0,70.07666666666665
1594,г. Санкт-Петербург,2022,75.77,11173493.1,100.105780634787,1.8,14476.0,24.0,70.0,83.6,89.1,70.68375
817,Республика Адыгея,2022,73.6,191559.8,97.24051789913864,7.1,11970.0,3.0,18.0,68.2,36.9,72.49
943,Республика Калмыкия,2022,73.49,119775.6,96.49934977576234,8.1,12945.0,0.1,3.0,79.4,48.2,70.8125
439,Краснодарский край,2022,72.92,4289164.5,102.00015632140205,3.5,13363.0,1078.0,358.0,73.0,45.7,71.81
82,Астраханская область,2022,71.8,763880.4,99.69700225313724,7.0,13501.0,14.0,104.0,84.9,60.6,73.9825
166,Волгоградская область,2022,73.24,1208235.4,100.50662490898232,3.5,11970.0,133.0,217.0,85.0,44.4,71.87333333333333
1153,Ростовская область,2022,72.0,2317782.0,100.25465782695716,3.5,13085.0,290.0,125.0,79.2,38.0,71.284
901,Республика Дагестан,2022,78.22,876956.5,95.81762247525766,12.1,12667.0,16.0,7.0,63.4,41.1,71.91400000000002
922,Республика Ингушетия,2022,78.34,83872.5,88.16323957396739,28.5,13085.0,0.0,2.0,43.5,45.2,71.256
292,Кабардино-Балкарская Республика,2022,75.51,246552.8,98.6036237918907,10.0,14894.0,0.1,4.0,66.3,45.4,69.71
355,Карачаево-Черкесская Республика,2022,75.32,123939.3,94.89757956249932,9.8,12627.0,50.0,13.0,67.3,43.1,70.66999999999999
1069,Республика Северная Осетия - Алания,2022,74.7,221180.7,97.1645292042029,11.9,12528.0,4.0,8.0,83.1,69.4,70.93
1300,Ставропольский край,2022,74.29,1177815.9,97.9453754250598,4.3,12528.0,84.0,107.0,78.1,45.3,73.10499999999999
859,Республика Башкортостан,2022,72.98,2217066.7,100.7860879579756,3.4,12110.0,283.0,433.0,79.6,43.7,70.946
1006,Республика Марий Эл,2022,71.9,252741.9,100.37192009874988,3.6,12250.0,10.0,33.0,80.5,36.7,70.845
1027,Республика Мордовия,2022,73.16,338912.4,101.76669389227386,3.6,11832.0,368.0,50.0,75.2,54.5,71.35499999999999
1090,Республика Татарстан,2022,74.92,4144697.3,100.07471483033446,2.3,11832.0,190.0,320.0,61.8,43.6,72.14
1426,Удмуртская Республика,2022,72.13,965539.8,100.13075501534124,2.9,12388.0,104.0,155.0,80.5,52.4,71.80799999999999
1510,Чувашская Республика,2022,72.49,489177.6,101.18001142637468,3.2,11832.0,9.0,32.0,80.7,53.4,71.67
397,Кировская область,2022,71.31,548013.8,98.54206224247405,3.8,12388.0,104.0,86.0,96.8,53.9,70.13333333333333
628,Нижегородская область,2022,71.49,2277255.2,103.08958171495313,4.1,13085.0,116.0,122.0,91.7,49.5,70.88499999999999
712,Оренбургская область,2022,71.24,1565767.7,99.00985877178972,3.5,12110.0,530.0,398.0,77.7,47.3,73.452
754,Пензенская область,2022,72.07,588291.7,100.20332331490384,3.7,11692.0,806.0,31.0,83.4,48.0,70.03999999999999
1195,Самарская область,2022,72.14,2367618.4,100.0879533769871,2.7,13085.0,239.0,234.0,70.6,48.2,72.50333333333333
1216,Саратовская область,2022,72.85,1176232.0,101.0283380362496,3.4,11692.0,470.0,118.0,95.9,49.1,70.98125
1447,Ульяновская область,2022,71.34,586437.6,100.11293875165418,4.2,12388.0,95.0,25.0,82.7,42.0,71.596
481,Курганская область,2022,69.88,336231.3,101.07366398163693,6.5,13085.0,40.0,35.0,87.9,30.9,73.84
1258,Свердловская область,2022,71.31,3443588.6,100.33989690590394,3.5,13501.0,7438.0,796.0,87.6,45.6,71.792
1405,Тюменская область,2022,74.59,13908749.1,103.75942853938416,2.7,13919.0,408.0,2337.0,74.1,59.8,72.49375
1489,Челябинская область,2022,72.16,2228903.6,102.74055200120786,3.1,13076.0,2279.0,425.0,74.4,42.2,71.4975
838,Республика Алтай,2022,68.47,89613.1,95.42287364830428,9.8,13085.0,0.6,8.0,75.3,46.4,72.82857142857142
1111,Республика Тыва,2022,67.11,107913.7,98.11026604733772,3.3,14059.0,6.0,107.0,109.3,40.2,0.0
1132,Республика Хакасия,2022,70.57,345846.6,100.70351213777188,3.7,14198.0,335.0,195.0,63.9,44.3,71.93
19,Алтайский край,2022,69.96,929614.2,103.62420952781537,2.7,12388.0,1106.0,2632.0,94.0,49.1,73.01400000000001
460,Красноярский край,2022,70.58,3314866.6,103.57905677585704,5.0,15451.0,6345.0,739.0,78.3,48.5,71.89
271,Иркутская область,2022,69.31,2347579.8,102.28357623425698,4.1,14754.0,2817.0,1593.0,88.5,43.4,73.126
376,Кемеровская область,2022,69.64,2170130.3,99.9952322064042,4.7,12667.0,3915.0,198.0,93.0,56.7,72.74333333333333
670,Новосибирская область,2022,71.49,1927143.6,99.50868272433576,5.3,14053.0,940.0,165.0,92.7,51.2,73.41999999999999
691,Омская область,2022,71.45,926750.2,100.12001234858954,5.2,12436.0,1613.0,160.0,83.4,60.0,74.178
1363,Томская область,2022,72.33,813183.4,101.74454033361395,7.4,14004.0,69.0,1279.0,103.3,42.6,72.0925
880,Республика Бурятия,2022,69.35,447267.3,100.68492827736505,9.5,15172.0,575.0,9.0,80.0,51.5,71.62
1048,Республика Саха (Якутия),2022,72.67,2009286.6,99.23660314786062,6.5,21019.0,424.0,338.0,85.7,59.7,71.87166666666666
775,Приморский край,2022,69.71,1575745.3,101.4999676631818,3.4,16564.0,1500.0,203.0,92.7,52.6,71.696
1468,Хабаровский край,2022,69.96,1065100.8,100.2930430831464,2.6,18558.0,549.0,146.0,85.8,55.3,72.155
40,Амурская область,2022,68.17,603562.5,99.50816442224124,4.2,16174.0,363.0,159.0,96.8,56.5,72.348
565,Магаданская область,2022,68.45,315361.1,95.77261054771944,4.1,24220.0,54.0,37.0,99.5,62.7,70.50999999999999
1237,Сахалинская область,2022,70.37,1672496.2,96.82464456985598,4.2,18930.0,53.0,74.0,117.0,69.6,71.585
229,Еврейская автономная область,2022,67.7,81120.5,99.60261271863808,5.2,18758.0,53.0,20.0,121.9,36.0,75.77
1531,Чукотский автономный округ,2022,66.2,145059.8,102.014939510871,1.9,31736.0,15.0,19.0,135.2,80.1,70.16
104,Белгородская область,2023,73.7,1341408.9,107.8,3.6,12075.0,1114.0,165.0,71.4,44.7,75.47999999999999
125,Брянская область,2023,71.98,627017.8,110.1,2.6,13560.0,212.0,55.0,75.0,40.4,71.44666666666666
146,Владимирская область,2023,71.62,893416.3,109.9,2.0,13944.0,24.0,75.0,83.6,38.0,71.8125
209,Воронежская область,2023,72.91,1494401.9,109.3,3.3,12363.0,119.0,120.0,77.6,56.1,72.39500000000001
251,Ивановская область,2023,71.18,435227.7,109.5,3.1,13369.0,6.0,27.0,92.3,47.7,74.685
335,Калужская область,2023,73.08,792281.5,106.9,2.4,13800.0,72.0,57.0,65.8,40.5,74.4175
419,Костромская область,2023,71.05,316018.2,108.0,3.1,13284.0,26.0,44.0,100.2,40.0,73.986
503,Курская область,2023,72.45,747687.1,109.4,2.4,12506.0,35.0,54.0,80.0,53.5,72.194
545,Липецкая область,2023,72.44,950272.5,109.4,2.9,11931.0,1132.0,308.0,81.8,40.2,71.19125
587,Московская область,2023,74.49,9244579.6,109.3,2.6,17277.0,340.0,205.0,64.0,44.7,71.42714285714285
734,Орловская область,2023,71.65,398720.4,109.9,3.3,13369.0,18.0,28.0,86.0,46.3,71.02000000000001
1175,Рязанская область,2023,73.19,692685.4,110.1,2.9,12794.0,1622.0,85.0,75.7,57.2,71.5575
1280,Смоленская область,2023,71.47,556552.9,113.2,3.0,13944.0,85.0,52.0,93.7,54.1,72.1025
1322,Тамбовская область,2023,72.87,522646.8,109.5,3.1,12796.0,13.0,76.0,77.7,46.1,71.94666666666666
1343,Тверская область,2023,70.61,750838.4,112.0,3.2,13944.0,128.0,60.0,92.6,49.2,0.0
1385,Тульская область,2023,72.15,1149160.2,111.7,2.7,14231.0,440.0,108.0,79.2,41.9,74.42
1553,Ярославская область,2023,71.99,849769.9,111.5,3.8,13800.0,14.0,101.0,91.2,55.5,71.89999999999999
1574,г. Москва,2023,79.38,32339001.6,104.4,1.8,21718.0,53.0,63.0,57.7,75.3,72.40833333333333
965,Республика Карелия,2023,69.75,434291.1,108.2,5.3,17877.0,123.0,135.0,84.4,59.9,71.99
986,Республика Коми,2023,70.43,1049365.5,106.6,4.7,17463.0,159.0,344.0,102.7,53.7,72.026
62,Архангельская область,2023,71.51,1263045.1,106.2,5.6,16675.0,308.0,187.0,90.8,61.9,72.82749999999999
188,Вологодская область,2023,71.7,1081822.9,103.7,3.1,14519.0,851.0,367.0,75.8,36.4,72.91833333333334
314,Калининградская область,2023,73.71,785205.9,108.6,3.0,14806.0,13.0,30.0,79.6,50.1,71.35333333333332
524,Ленинградская область,2023,74.88,1915187.7,107.2,2.8,14806.0,1033.0,234.0,55.1,36.4,73.81
608,Мурманская область,2023,70.44,1127497.3,106.0,3.4,23474.0,1862.0,147.0,102.8,56.6,72.40599999999999
650,Новгородская область,2023,70.43,408968.1,111.0,2.3,14088.0,179.0,71.0,85.7,45.9,74.38833333333332
797,Псковская область,2023,70.0,288750.0,109.3,2.9,14231.0,16.0,43.0,93.2,34.5,70.66333333333333
1595,г. Санкт-Петербург,2023,76.55,10908028.0,105.2,1.6,15094.0,36.0,67.0,84.3,91.4,71.25625
818,Республика Адыгея,2023,75.36,223013.0,110.1,4.0,12363.0,3.0,19.0,63.6,36.8,73.07
944,Республика Калмыкия,2023,74.53,166710.2,111.3,6.5,13656.0,0.3,5.0,74.8,48.5,71.41624999999999
440,Краснодарский край,2023,73.71,4772036.0,109.0,2.0,13800.0,1069.0,361.0,72.7,45.6,72.355
83,Астраханская область,2023,72.2,777718.3,106.6,4.4,13944.0,12.0,100.0,84.0,61.3,74.74249999999999
167,Волгоградская область,2023,73.69,1384980.9,111.2,2.9,12363.0,121.0,172.0,86.5,45.8,72.48333333333333
1154,Ростовская область,2023,73.48,2693193.0,109.5,3.1,13513.0,342.0,128.0,80.2,38.5,71.718
902,Республика Дагестан,2023,79.87,1034705.4,105.2,11.9,13081.0,11.0,12.0,64.0,40.1,72.474
923,Республика Ингушетия,2023,79.2,95319.7,101.4,27.8,13513.0,0.0,3.0,44.3,48.0,71.864
293,Кабардино-Балкарская Республика,2023,77.14,291100.4,106.5,9.1,15381.0,0.1,5.0,71.9,45.8,70.06
356,Карачаево-Черкесская Республика,2023,76.25,143310.6,107.5,7.3,13225.0,49.0,14.0,63.7,44.6,71.3025
1070,Республика Северная Осетия - Алания,2023,76.16,266555.8,106.7,10.1,12938.0,5.0,9.0,94.6,71.4,71.51
1301,Ставропольский край,2023,74.86,1340782.0,106.0,3.8,12938.0,87.0,99.0,80.9,44.8,73.7275
860,Республика Башкортостан,2023,73.17,2460269.4,110.5,2.3,12650.0,314.0,447.0,73.8,44.4,71.46000000000001
1007,Республика Марий Эл,2023,72.04,304473.1,112.3,3.4,12650.0,9.0,44.0,80.0,36.9,71.755
1028,Республика Мордовия,2023,73.78,396833.0,112.0,2.5,12219.0,557.0,58.0,74.9,54.5,71.83
1091,Республика Татарстан,2023,75.23,4583352.3,112.8,2.1,12219.0,159.0,320.0,61.6,45.3,72.53
1427,Удмуртская Республика,2023,72.34,1102900.3,110.3,2.5,12794.0,73.0,148.0,80.5,54.0,72.46000000000001
1511,Чувашская Республика,2023,73.07,601316.7,114.8,2.4,12363.0,9.0,26.0,80.5,54.6,72.465
398,Кировская область,2023,71.99,605915.5,111.1,3.2,12794.0,125.0,89.0,97.7,54.2,70.68333333333334
629,Нижегородская область,2023,72.1,2672241.8,111.0,1.9,13513.0,113.0,129.0,91.7,50.3,71.45
713,Оренбургская область,2023,71.12,1763998.8,116.2,2.6,12506.0,403.0,366.0,76.2,47.4,74.194
755,Пензенская область,2023,72.63,659002.8,111.0,2.9,12075.0,1118.0,38.0,82.1,47.3,70.75166666666667
1196,Самарская область,2023,72.53,2646488.2,111.7,2.0,13513.0,219.0,222.0,71.4,50.7,73.14
1217,Саратовская область,2023,73.27,1345119.0,110.6,2.7,12075.0,463.0,138.0,93.0,50.7,71.53375
1448,Ульяновская область,2023,72.04,673635.5,110.3,2.8,12794.0,603.0,27.0,82.6,44.2,71.97200000000001
482,Курганская область,2023,69.79,380466.7,115.9,4.7,13513.0,39.0,29.0,88.9,31.7,74.495
1259,Свердловская область,2023,71.84,4128119.1,111.1,2.4,14088.0,7436.0,817.0,86.6,45.4,72.42200000000001
1406,Тюменская область,2023,75.44,15946597.2,108.9,2.3,14375.0,388.0,2223.0,73.2,60.4,73.06625000000001
1490,Челябинская область,2023,72.43,2589084.6,110.4,2.4,13730.0,2057.0,410.0,73.4,43.2,72.4225
839,Республика Алтай,2023,69.39,108336.5,112.7,8.9,13513.0,0.7,10.0,74.8,45.7,73.63142857142857
1112,Республика Тыва,2023,66.59,122532.5,108.0,2.1,14519.0,6.0,111.0,103.7,40.1,0.0
1133,Республика Хакасия,2023,70.68,378551.6,110.6,3.4,14663.0,204.0,179.0,64.0,45.7,72.45
20,Алтайский край,2023,70.77,1024355.4,106.7,2.0,12794.0,570.0,2489.0,95.8,49.9,73.664
461,Красноярский край,2023,71.32,3719646.8,110.4,3.7,15956.0,6175.0,769.0,77.3,49.5,72.40857142857142
272,Иркутская область,2023,69.82,2539383.9,113.8,3.4,15238.0,2948.0,1429.0,87.3,43.7,73.79
377,Кемеровская область,2023,70.29,1883825.1,112.2,3.4,13081.0,3346.0,199.0,89.2,58.9,73.32333333333332
671,Новосибирская область,2023,72.2,2216436.2,110.6,3.6,14728.0,1139.0,159.0,89.7,52.3,74.004
692,Омская область,2023,71.83,1056600.3,107.2,4.0,13195.0,1550.0,157.0,82.3,63.9,74.888
1364,Томская область,2023,73.05,912449.4,108.3,5.8,14466.0,81.0,1327.0,105.8,43.8,72.57
881,Республика Бурятия,2023,69.54,503918.8,104.2,6.6,15669.0,571.0,11.0,81.0,51.3,72.06333333333333
1049,Республика Саха (Якутия),2023,73.55,2229816.5,109.6,5.7,21706.0,364.0,374.0,86.2,60.3,72.27666666666667
776,Приморский край,2023,70.06,1862934.3,109.0,2.6,17106.0,1889.0,204.0,91.9,53.5,72.67999999999999
1469,Хабаровский край,2023,70.33,1262368.1,109.3,2.1,19170.0,521.0,144.0,85.2,55.0,72.76
